id;title;link;image_link;updated_date;sku;short_code;category_id;description;price;sale_price;discount;category_id_2;category_id_3;has_stock;original_price;discount_percent
50534;Máy lọc không khí Hitachi EP-A7000 BK;https://www.nguyenkim.com/may-loc-khong-khi-hitachi-ep-a7000-240-bk.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/212/10030297-may-loc-khong-khi-hitachi-ep-a7000-bk-1.jpg?t=180416;1625534842;000000000010030297-CAI;10030297;Điện Lạnh;Mua online Máy lọc không khí Hitachi EP-A7000 BK chính hãng, giá tốt tại Nguyễn Kim. Miễn phí vận chuyển. Giao hàng tận nơi. Mua ngay!;14990000;14990000;0;Máy Lọc Không Khí;Máy lọc không khí Hitachi;1;14990000;0%
51134;Máy giặt Hitachi Inverter 12 kg SF-120XAV;https://www.nguyenkim.com/may-giat-hitachi-sf-120xav-220-vt-wh.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/275/10030536-may-giat-hitachi-inverter-12kg-sf-120xav-1.jpg?t=180416;1625534842;000000000010030536-CAI;10030536;Điện Lạnh;Mua online máy giặt Hitachi 12 kg SF-120XAV (WH) chính hãng, giá tốt tại Nguyễn Kim. Miễn phí vận chuyển. Giao hàng tận nơi. Mua ngay!;7990000;7990000;0;Máy Giặt;Máy giặt Hitachi;1;10490000;24%
51252;Máy giặt Hitachi 11 kg SF-110XA 220-VT (COG-W);https://www.nguyenkim.com/may-giat-hitachi-sf-110xa-cog.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/275/10030535-may-giat-hitachi-11kg-sf-110xa-220-vt-cog-w-1.jpg?t=180416;1625534842;000000000010030535-CAI;10030535;Điện Lạnh;Máy giặt Hitachi 11 kg SF-110XA 220-VT (COG-W) sở hữu công nghệ giặt Dynamic-Stream Wash đánh bật vết bẩn, chống xoắn rối. Miễn phí giao hàng. Mua ngay!;5490000;5490000;0;Máy Giặt;Máy giặt Hitachi;1;7590000;28%
51370;Máy nước nóng Ferroli QQ EVO 20L KE;https://www.nguyenkim.com/may-nuoc-nong-ferroli-qq-evo-20l-ke.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/285/10030118-may-nuoc-nong-ferroli-qq-evo-20l-ke-1_doat-69.jpg?t=180416;1625534842;000000000010030118-CAI;10030118;Điện Lạnh;Máy nước nóng Ferroli QQ EVO 20L KE có công suất 2500W, dung tích 20 lít, chống giật ELCB. Mua hàng chính hãng, giá tốt tại Nguyễn Kim. Miễn phí giao hàng. Mua ngay!;1890000;1890000;0;Máy Nước Nóng;Máy nước nóng Ferroli;1;2490000;24%
51538;Máy nước nóng Ariston RT45E-VN;https://www.nguyenkim.com/may-nuoc-nong-ariston-rt45e-vn.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/285/10030722-may-nuoc-nong-ariston-rt45e-vn-1.jpg?t=180416;1625534842;000000000010030722-CAI;10030722;Điện Lạnh;Mua online Máy nước nóng Ariston RT45E-VN chính hãng, giá tốt tại Nguyễn Kim. Miễn phí vận chuyển. Giao hàng tận nơi. Mua ngay!;2990000;2990000;0;Máy Nước Nóng;Máy nước nóng Ariston;1;3890000;23%
51542;Máy nước nóng Ariston ST45PE-VN;https://www.nguyenkim.com/may-nuoc-nong-ariston-st45pe-vn.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/285/10030721-may-nuoc-nong-ariston-st45pe-vn-1.jpg?t=180416;1625534842;000000000010030721-CAI;10030721;Điện Lạnh;Mua online Máy nước nóng Ariston ST45PE-VN chính hãng, giá tốt tại Nguyễn Kim. Miễn phí vận chuyển. Giao hàng tận nơi. Mua ngay!;4490000;4490000;0;Máy Nước Nóng;Máy nước nóng Ariston;1;5290000;15%
51544;Máy nước nóng Ariston SM45PE-VN;https://www.nguyenkim.com/may-nuoc-nong-ariston-sm45pe-vn.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/285/10030724-may-nuoc-nong-ariston-sm45pe-vn-1_pv5p-2h.jpg?t=180416;1625534842;000000000010030724-CAI;10030724;Điện Lạnh;Mua online Máy nước nóng Ariston SM45PE-VN chính hãng, giá tốt tại Nguyễn Kim. Miễn phí vận chuyển. Giao hàng tận nơi. Mua ngay!;2790000;2790000;0;Máy Nước Nóng;Máy nước nóng Ariston;1;3590000;22%
51546;Máy nước nóng Ariston SMC45PE-VN;https://www.nguyenkim.com/may-nuoc-nong-ariston-smc45pe-vn.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/285/10030723-may-nuoc-nong-ariston-smc45pe-vn-1_x5q5-m2.jpg?t=180416;1625534842;000000000010030723-CAI;10030723;Điện Lạnh;Mua online máy nước nóng Ariston SMC45PE-VN chính hãng, giá tốt tại Nguyễn Kim. Miễn phí vận chuyển. Giao hàng tận nơi. Mua ngay!;3190000;3190000;0;Máy Nước Nóng;Máy nước nóng Ariston;1;4090000;22%
52314;Tủ lạnh Hitachi Inverter 640 lít R-WB800PGV5;https://www.nguyenkim.com/tu-lanh-hitachi-r-wb800pgv5-gbk.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/226/10031379-tu-lanh-hitachi-inverter-640l-r-wb800pgv5-1.jpg?t=180416;1625534842;000000000010031379-CAI;10031379;Điện Lạnh;Mua online Tủ lạnh Hitachi Inverter 640 lít R-WB800PGV5 tại Nguyễn Kim. Miễn phí dùng thử. Trả góp 0%. Miễn phí giao hàng. Mua Ngay!;33000000;33000000;0;Tủ Lạnh;Tủ lạnh Hitachi;1;44900000;27%
52818;Tủ lạnh Sharp Inverter 314 lít SJ-X316E-DS;https://www.nguyenkim.com/tu-lanh-sharp-sj-x316e-ds.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/297/10031700-tu-lanh-sharp-inverter-314l-sj-x316e-ds-1.jpg?t=180416;1625534842;000000000010031700-CAI;10031700;Điện Lạnh;Mua online Tủ lạnh Sharp Inverter 314 lít SJ-X316E-DS chính hãng, giá tốt tại Nguyễn Kim. Miễn phí vận chuyển. Giao hàng tận nơi. Mua ngay!;7690000;7690000;0;Tủ Lạnh;Tủ lạnh Sharp;1;9000000;15%
52820;Tủ lạnh Sharp Inverter 314 lít SJ-X316E-SL;https://www.nguyenkim.com/tu-lanh-sharp-sj-x316e-sl.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/297/10031741-tu-lanh-sharp-inverter-314l-sj-x316e-sl-1.jpg?t=180416;1625534842;000000000010031741-CAI;10031741;Điện Lạnh;Mua online Tủ lạnh Sharp Inverter 314 lít SJ-X316E-SL chính hãng, giá tốt tại Nguyễn Kim. Miễn phí vận chuyển. Giao hàng tận nơi. Mua ngay!;7690000;7690000;0;Tủ Lạnh;Tủ lạnh Sharp;1;9200000;16%
52822;Tủ lạnh Sharp Inverter 315 lít SJ-X346E-SL;https://www.nguyenkim.com/tu-lanh-sharp-inverter-315-lit-sj-x346e-sl.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/297/10031742-tu-lanh-sharp-inverter-342l-sj-a346e-sl-1.jpg?t=180416;1625534842;000000000010031742-CAI;10031742;Điện Lạnh;Mua online Tủ lạnh Sharp Inverter 315 lít SJ-X346E-SL chính hãng, giá tốt tại Nguyễn Kim. Miễn phí vận chuyển. Giao hàng tận nơi. Mua ngay!;8290000;8290000;0;Tủ Lạnh;Tủ lạnh Sharp;1;10000000;17%
53488;Máy giặt Samsung 8.5 kg WA85M5120SG;https://www.nguyenkim.com/may-giat-samsung-wa85m5120sg.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/273/10032121-may-giat-samsung-8-5-kg-wa85m5120sg-1.jpg?t=180416;1625534842;000000000010032121-BO;10032121;Điện Lạnh;Mua online Máy giặt Samsung 8.5 kg WA85M5120SG chính hãng, giá tốt tại Nguyễn Kim. Miễn phí vận chuyển. Giao hàng tận nơi. Mua ngay!;4990000;4990000;0;Máy Giặt;Máy giặt Samsung;1;5390000;7%
53490;Máy giặt Samsung 9 kg WA90M5120SG;https://www.nguyenkim.com/may-giat-samsung-wa90m5120sg.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/273/10032122-may-giat-samsung-9kg-wa90m5120sg-1_qiht-lb.jpg?t=180416;1625534842;000000000010032122-BO;10032122;Điện Lạnh;Mua online Máy giặt Samsung 9 kg WA90M5120SG chính hãng, giá tốt tại Nguyễn Kim. Miễn phí vận chuyển. Giao hàng tận nơi. Mua ngay!;5590000;5590000;0;Máy Giặt;Máy giặt Samsung;1;5690000;2%
53492;Máy giặt LG Inverter 21 kg F2721HTTV;https://www.nguyenkim.com/may-giat-lg-f2721httv.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/720/10032057-1.jpg?t=180416;1625534842;000000000010032057-CAI;10032057;Điện Lạnh;Mua online Máy giặt LG Inverter 21 kg F2721HTTV chính hãng, giá tốt tại Nguyễn Kim. Miễn phí vận chuyển. Giao hàng tận nơi. Mua ngay!;39000000;39000000;0;Máy Giặt;Máy giặt LG;1;44900000;13%
53558;Máy giặt LG Inverter 3.5 kg T2735NWLV;https://www.nguyenkim.com/may-giat-lg-t2735nwlv.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/254/10032058-may-giat-long-doi-lg-twinwash-mini-3-5-kg-t2735nwlv-1.jpg?t=180416;1625534842;000000000010032058-CAI;10032058;Điện Lạnh;Mua online Máy giặt LG Inverter 3.5 kg T2735NWLV chính hãng, giá tốt tại Nguyễn Kim. Miễn phí vận chuyển. Giao hàng tận nơi. Mua ngay!;5990000;5990000;0;Máy Giặt;Máy giặt LG;1;14900000;60%
53564;Máy lạnh Toshiba Inverter 2 HP RAS-H18PKCVG-V;https://www.nguyenkim.com/may-lanh-toshiba-ras-h18pkcvg-v-ras-h18pacvg-v.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/295/10031847-may-lanh-toshiba-inverter-2-hp-ras-h18pkcvg-v-1.jpg?t=180416;1625534842;000000000010031847-BO;10031847;Điện Lạnh;Mua online máy lạnh Toshiba 2 HP RAS-H18PKCVG-V chính hãng, giá tốt tại Nguyễn Kim. Miễn phí vận chuyển. Giao hàng tận nơi. Mua ngay!;16490000;16490000;0;Máy Lạnh - Điều hòa;Máy lạnh Toshiba;1;19900000;17%
60635;Máy nước nóng Panasonic DH-3RL2VH;https://www.nguyenkim.com/may-nuoc-nong-panasonic-dh-3rl2.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/289/10034522-may-nuoc-nong-panasonic-dh-3rl2-1.jpg?t=180416;1625534842;000000000010034522-CAI;10034522;Điện Lạnh;Mua online Máy nước nóng Panasonic DH-3RL2VH chính hãng, giá tốt tại Nguyễn Kim. Miễn phí vận chuyển. Giao hàng tận nơi. Mua ngay!;2490000;2490000;0;Máy Nước Nóng;Máy nước nóng Panasonic;1;2790000;11%
60637;Máy nước nóng Panasonic DH-3RP2;https://www.nguyenkim.com/may-nuoc-nong-panasonic-dh-3rp2.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/289/10034523-may-nuoc-nong-panasonic-dh-3rp2-1_2ikt-v6.jpg?t=180416;1625534842;000000000010034523-CAI;10034523;Điện Lạnh;Mua online Máy nước nóng Panasonic DH-3RP2 chính hãng, giá tốt tại Nguyễn Kim. Miễn phí vận chuyển. Giao hàng tận nơi. Mua ngay!;4190000;4190000;0;Máy Nước Nóng;Máy nước nóng Panasonic;1;4590000;9%
75660;Máy giặt Electrolux Inverter 8 kg EWF8025CQSA;https://www.nguyenkim.com/may-giat-electrolux-8-kg-ewf8025cqsa.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/556/10038402-may-giat-electrolux-inverter-8-kg-ewf8025cqsa-1_sobc-qq.jpg?t=180416;1625534842;000000000010038402-CAI;10038402;Điện Lạnh;Máy giặt Electrolux Inverter 8 kg EWF8025CQSA có công nghệ Inverter tiết kiệm điện, công nghệ Vapour Care loại bỏ vi khuẩn. Hàng chính hãng . Mua ngay!;8070000;8070000;0;Máy Giặt;Máy giặt Electrolux;1;10990000;27%
75668;Máy giặt Electrolux Inverter 9 kg EWF9025BQSA;https://www.nguyenkim.com/may-giat-electrolux-9-kg-ewf9025bqsa.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/556/10038403-may-giat-electrolux-inverter-9-kg-ewf9025bqsa-1_bkuf-q4.jpg?t=180416;1625534842;000000000010038403-CAI;10038403;Điện Lạnh;Máy giặt Electrolux Inverter 9 Kg EWF9025BQSA có công nghệ inverter tiết kiệm điện, giặt hơi nước diệt khuẩn, giảm nhăn. Mua trả góp 0%. Mua ngay!;9890000;9890000;0;Máy Giặt;Máy giặt Electrolux;1;12490000;21%
77708;Tủ lạnh Panasonic 589 lít NR-F603GT-X2;https://www.nguyenkim.com/tu-lanh-panasonic-589-lit-nr-f603gt-x2.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/564/10039125_TULANH_PANASONIC_NR-F603GT-X2_01-P_82t6-kg.jpg?t=180416;1625534842;000000000010039125-CAI;10039125;Điện Lạnh;Tủ lạnh Panasonic 589 lít NR-F603GT-X2 có cảm biến Econavi thông minh,tự điều chỉnh công suất hoạt động;70990000;70990000;0;Tủ Lạnh;Tủ lạnh Panasonic;1;70990000;0%
80970;Máy lọc không khí Coway AP-1516D;https://www.nguyenkim.com/may-loc-khong-khi-coway-ap-1516d.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/578/10041486-may-loc-khong-khi-coway-ap-1516d-1.jpg?t=180416;1625534842;000000000010041486-CAI;10041486;Điện Lạnh;Mua online Máy lọc không khí Coway AP-1516D chính hãng, giá tốt tại Nguyễn Kim. Miễn phí vận chuyển. Giao hàng tận nơi. Mua ngay!;13600000;13600000;0;Máy Lọc Không Khí;Máy lọc không khí Coway;1;17000000;20%
1382;MICRO KHÔNG DÂY GUINNESS MU-300I;https://www.nguyenkim.com/micro-khong-day-guinness-mu-300i.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/286/10001315-micro-khong-day-guinness-mu-300i.jpg?t=180416;1625534842;000000000010001315-BO;10001315;Phụ Kiện Điện Tử;Mua online Micro không dây Guinness MU-300I chính hãng, giá tốt tại Nguyễn Kim. Miễn phí vận chuyển. Giao hàng tận nơi. Mua ngay!;3590000;3590000;0;Micro;Micro Guinness;1;4590000;22%
2047;Máy in laser đa năng Canon MF3010;https://www.nguyenkim.com/may-in-canon-da-chuc-nang-mf3010-ae.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/642/10003808-may-in-laser-da-nang-canon-mf3010-den-1.jpg?t=180416;1625534842;000000000010003808-CAI;10003808;Thiết Bị Văn Phòng;Mua online Máy in laser đa năng Canon MF3010 đa chức năng như in, scan, copy, tốc độ in 18 trang/phút, chất lượng bản in tốt. Mua trả góp 0%. Mua ngay!;3990000;3990000;0;Máy In;Máy in Canon;1;4620000;14%
5036;Micro có dây BN Audio BA-4.5;https://www.nguyenkim.com/micro-co-day-hieu-bn-audio-ba-4.5.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/521/10004662-micro-co-day-bn-audio-ba-4-5-1.jpg?t=180416;1625534842;000000000010004662-CAI;10004662;Phụ Kiện Điện Tử;Mua online Micro có dây hiệu BN Audio BA-4.5 chính hãng, giá tốt tại Nguyễn Kim. Miễn phí vận chuyển. Giao hàng tận nơi. Mua ngay!;810000;810000;0;Micro;Micro BN;1;850000;5%
8167;MICRO CÓ DÂY HIỆU BN AUDIO BA-6.5;https://www.nguyenkim.com/micro-co-day-hieu-bn-audio-ba-6.5.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/287/10004603-micro-co-day-bn-audio-ba-6-5-1.jpg?t=180416;1625534842;000000000010004603-CAI;10004603;Phụ Kiện Điện Tử;Micro có dây hiệu BN AUDIO BA 6.5 là loại micro có dây, micro karaoke chất lượng cao, chất liệu cách nhiệt tốt, thiết kế nhỏ gọn giá tốt tại Nguyễn Kim;690000;690000;0;Micro;Micro BN;1;1050000;34%
31739;SẠC DỰ PHÒNG YOOBAO YB602 4800MAH;https://www.nguyenkim.com/sac-du-phong-cho-dien-thoai-yoobao-yb602-bk-4800mah.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/71/10020435-sac-du-phong-cho-dien-thoai-yoobao-yb602-bk-4800mah-den-1.jpg?t=180416;1625534842;000000000010020435-CAI;10020435;Phụ Kiện Điện Thoại;Mua online Pin sạc dự phòng Yoobao YB602 chính hãng, giá tốt tại Nguyễn Kim. Miễn phí vận chuyển. Giao hàng tận nơi. Mua ngay!;56500;56500;0;Pin sạc dự phòng;Pin sạc dự phòng Yoobao;1;113000;50%
32562;Máy in laser Brother HL-L2321D;https://www.nguyenkim.com/may-in-laser-brother-hl-l2321d.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/644/10020148-may-in-laser-brother-hl-l2321d-den-1.jpg?t=180416;1625534842;000000000010020148-CAI;10020148;Thiết Bị Văn Phòng;Mua online Máy in laser Brother HL-L2321D có tốc độ in nhanh 30 trang/phút, độ phân giải 2400x600 cho chất lượng bản in rõ nét. Mua trả góp 0%. Mua ngay!;2990000;2990000;0;Máy In;Máy in Brother;1;2990000;0%
35509;Máy in kim Epson LX-310;https://www.nguyenkim.com/may-in-kim-epson-lx-310.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/298/10023312-may-in-kim-epson-lx-310-trang-1.jpg?t=180416;1625534842;000000000010023312-BO;10023312;Thiết Bị Văn Phòng;Mua online Máy in kim Epson LX-310 chính hãng, giá tốt tại Nguyễn Kim. Miễn phí vận chuyển. Giao hàng tận nơi. Mua ngay!;4440000;4440000;0;Máy In;Máy in Epson;1;4640000;4%
35704;Máy in laser Brother MFC-L2701D;https://www.nguyenkim.com/may-in-laser-brother-mfc-l2701d.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/646/10022864-may-in-laser-da-nang-brother-mfc-l2701d-den-1.jpg?t=180416;1625534842;000000000010022864-CAI;10022864;Thiết Bị Văn Phòng;Máy in laser Brother MFC-L2701D có tốc độ in nhanh 30 trang/phút, độ phân giải 2400 x 600 dpi cho bản in rõ nét, chất lượng. Mua trả góp 0%. Mua ngay!;5600000;5600000;0;Máy In;Máy in Brother;1;5700000;2%
35707;Máy in laser đa năng Brother MFC-L2701DW;https://www.nguyenkim.com/may-in-laser-brother-mfc-l2701dw.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/644/10022865-may-in-laser-da-nang-brother-mfc-l2701dw-den-1.jpg?t=180416;1625534842;000000000010022865-CAI;10022865;Thiết Bị Văn Phòng;Máy in laser đa năng Brother MFC-L2701DW đa chức năng in, scan, photo, fax, độ phân giải 2400 x 600 dpi cho bản in sắc nét. Mua trả góp 0%. Mua ngay!;6400000;6400000;0;Máy In;Máy in Brother;1;6400000;0%
39536;MIẾNG DÁN MÀN HÌNH CHUẨN 8 INCH;https://www.nguyenkim.com/mieng-dan-man-hinh-chuan-8-inch.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/298/10023917-mieng-dan-man-hinh-chuan-8-inch-1.jpg?t=180416;1625534842;000000000010023917-MIE;10023917;Sản Phẩm Phụ Kiện;Miếng dán màn hình chuẩn 8 inch bảo vệ màn hình cho điện thoại, máy tính bảng một cách tốt nhật, không bị tầy xước. Giá tốt tại Nguyễn Kim;29000;29000;0;Phụ Kiện Điện Thoại;Miếng Dán Điện Thoại;1;29000;0%
39682;MỰC IN PHUN BROTHER BT5000C;https://www.nguyenkim.com/muc-in-phun-brother-bt5000c.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/164/10024686-muc-in-phun-brother-bt5000c-1.jpg?t=180416;1625534842;000000000010024686-CHA;10024686;Phụ Kiện Văn Phòng;Mực in phun Brother BT5000C được chế tạo trên công nghệ tiên tiến, chất liệu cao cấp, mực in đậm, sắc nét, miễn phí vận chuyển, giao hàng tận nơi. Mua ngay;126000;126000;0;Mực In;Mực in Brother;1;140000;10%
39684;MỰC IN PHUN BROTHER BT5000M;https://www.nguyenkim.com/muc-in-phun-brother-bt5000m.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/164/10024687-muc-in-phun-brother-bt5000m-1.jpg?t=180416;1625534842;000000000010024687-CHA;10024687;Phụ Kiện Văn Phòng;Mực in phun Brother BT5000M được chế tạo trên công nghệ tiên tiến, chất liệu cao cấp, mực in đậm, sắc nét, miễn phí vận chuyển, giao hàng tận nơi. Mua ngay;126000;126000;0;Mực In;Mực in Brother;1;140000;10%
39688;MỰC IN PHUN BROTHER BT5000Y;https://www.nguyenkim.com/muc-in-phun-brother-bt5000y.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/520/10024688-muc-in-phun-brother-bt5000y-1.jpg?t=180416;1625534842;000000000010024688-CHA;10024688;Phụ Kiện Văn Phòng;Mực in phun Brother BT5000Y được chế tạo trên công nghệ tiên tiến, chất liệu cao cấp mực in đậm, sắc nét, miễn phí vận chuyển, giao hàng tận nơi. Mua ngay;126000;126000;0;Mực In;Mực in Brother;1;140000;10%
40346;Micro Guinness BG-68S;https://www.nguyenkim.com/micro-guinness-bg-68s.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/167/10025177-micro-guinness-bg-68s-1.jpg?t=180416;1625534842;000000000010025177-CAI;10025177;Phụ Kiện Điện Tử;Mua online Micro Guinness BG-68S chính hãng, giá tốt tại Nguyễn Kim. Miễn phí vận chuyển. Giao hàng tận nơi. Mua ngay!;610000;610000;0;Micro;Micro Guinness;1;640000;5%
44822;Cáp Belkin F2CU012BT04 Hồng;https://www.nguyenkim.com/cap-belkin-f2cu012bt04-pnk.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/178/cap-sac-dien-thoai-belkin-f2cu012bt04-pnk.jpg?t=180416;1625534842;000000000010026208-BO;10026208;Sản Phẩm Phụ Kiện;Cáp Belkin F2CU012BT04 hồng có thiết kế nhỏ gọn, thuận tiện trong việc cất giữ và mang theo để sử dụng, được làm từ chât liệu cao cấp tại Nguyễn Kim;50000;50000;0;Phụ Kiện Điện Thoại;Dây sạc - Cáp Điện Thoại;1;50000;0%
47882;Máy in laser trắng đen Canon LBP6230DN;https://www.nguyenkim.com/may-in-laser-trang-den-canon-imageclass-lbp6230dn.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/643/10028531-may-in-laser-trang-den-canon-lbp6230dn-trang-1.jpg?t=180416;1625534842;000000000010028531-CAI;10028531;Thiết Bị Văn Phòng;Máy in laser trắng đen Canon LBP6230DN có chức năng in đảo mặt, tốc độ in vượt trội đến 25 trang/phút giải quyết tốt công việc. Mua trả góp 0%. Mua ngay!;4490000;4490000;0;Máy In;Máy in Canon;1;4490000;0%
49076;Máy in laser Brother DCP-L2520D;https://www.nguyenkim.com/may-in-da-nang-laser-brother-dcp-l2520d.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/201/10029177-may-in-laser-brother-dcp-l2520d-1.jpg?t=180416;1625534842;000000000010029177-CAI;10029177;Thiết Bị Văn Phòng;Máy in laser Brother DCP-L2520D có tốc độ in nhanh 30 trang/phút, độ phân giải 2400 x 600dpi cho bản in chất lượng tốt. Mua trả góp 0%. Mua ngay!;4400000;4400000;0;Máy In;Máy in Brother;1;4400000;0%
49184;Micro không dây Acnos SM9201U;https://www.nguyenkim.com/micro-khong-day-acnos-sm9201u.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/606/10026717-micro-khong-day-acnos-sm9201u-1.jpg?t=180416;1625534842;000000000010026717-BO;10026717;Phụ Kiện Điện Tử;Mua online Micro không dây Acnos SM9201U chính hãng, giá tốt tại Nguyễn Kim. Miễn phí vận chuyển. Giao hàng tận nơi. Mua ngay!;3180000;3180000;0;Micro;Micro ACNOS;1;3350000;5%
50570;Tai nghe vi tính Soundmax AH-319;https://www.nguyenkim.com/tai-nghe-vi-tinh-soundmax-ah-319.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/213/10030280-tai-nghe-soundmax-ah-319-1.jpg?t=180416;1625534842;000000000010030280-CAI;10030280;Phụ Kiện Điện Tử;Mua online Tai nghe vi tính Soundmax AH-319 tận hưởng âm nhạc sống động, sắc nét, chân thực, miễn phí vận chuyển, giao hàng tận nơi, Mua ngay!;695000;695000;0;;;1;695000;0%
51270;PIN MILI POWER MIRACLE I (HB-Q05) 5000 MAH;https://www.nguyenkim.com/pin-mili-power-miracle-i-hb-q05-5000-mah.html?utm_source=criteo&utm_medium=cpcmedia&utm_campaign=dynamicretargeting;https://cdn.nguyenkimmall.com/images/detailed/218/10029658-pin-mili-power-miracle-i-hb-q05-5000-mah-1.jpg?t=180416;1625534842;000000000010029658-CAI;10029658;Phụ Kiện Điện Thoại;Mua online Pin Mili Power Miracle I (HB-Q05) 5000 mAh chính hãng, giá tốt tại Nguyễn Kim. Miễn phí vận chuyển. Giao hàng tận nơi. Mua ngay!;99000;99000;0;Pin sạc dự phòng;Pin sạc dự phòng Mili Power;1;177000;44%
